Id,ORGANIZATION,NAME,GENDER,SPECIALITY,ADDRESS,CITY,STATE,ZIP,LAT,LON,UTILIZATION
cd50f12c-df6c-3dd3-8b8d-d50eb978146b,f4e7709c-02f6-37ca-aeea-8247d74e88e7,Jarvis643 Ankunding277,M,GENERAL PRACTICE,41 HIGHLAND AVENUE,WINCHESTER,MA,01890,42.452752,-71.144319,2
379623df-43c0-382f-b0ea-953c53a514ba,12c9daf5-a29c-36c9-ac55-28972463e566,Alejandro916 Larson43,M,GENERAL PRACTICE,199 REEDSDALE ROAD,MILTON,MA,02186,42.24158900000001,-71.082651,9
c4c10a48-b1c5-3ee7-a368-c3dc7f5bbfa3,226098a2-6a40-3588-b5bb-db56c3a30a04,Numbers230 Stehr398,M,GENERAL PRACTICE,235 NORTH PEARL STREET,BROCKTON,MA,02301,42.082543,-71.024638,103
a37e6a62-a431-3466-bec3-00d836a876ca,b7175ab4-bde5-3848-891b-579bccb77c7c,Elayne206 Denesik803,F,GENERAL PRACTICE,800 WASHINGTON STREET,BOSTON,MA,02111,42.33196,-71.020173,1
db549a3f-14e2-38b4-a524-1cebd082fd3b,d733d4a9-080d-3593-b910-2366e652b7ea,Chang901 Kutch271,M,GENERAL PRACTICE,1153 CENTRE STREET,BOSTON,MA,02130,42.33196,-71.020173,1
e5017c5c-2301-3755-a482-97760bd7d70a,3bd5eda0-16da-3ba5-8500-4dfd6ae118b8,Darnell564 Leannon79,M,GENERAL PRACTICE,800 WASHINGTON STREET,NORWOOD,MA,02062,42.18736,-71.195955,5
6e4783f1-880b-3d40-bddc-a6f97be6b406,d5117822-5756-389d-9547-891a372d580f,Parker433 Bailey598,M,GENERAL PRACTICE,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,02540,41.57072,-70.556682,13
e168d2d2-28c8-34ce-860f-7ffc99f5e256,6f122869-a856-3d65-8db9-099bf4f5bbb8,Marcus77 Schamberger479,M,GENERAL PRACTICE,41 & 45 MALL ROAD,BURLINGTON,MA,01803,42.503227,-71.201713,2
7b766efb-8539-3720-85b6-93ba2ec89f3a,465de31f-3098-365c-af70-48a071e1f5aa,Delcie812 Casper496,F,GENERAL PRACTICE,115 LINCOLN STREET,FRAMINGHAM,MA,01701,42.307905,-71.436196,22
dbf94e90-4e84-31ea-a929-190026c7bf10,1eaf97fa-9de6-38de-a9c4-6efe5dc574be,Dewayne363 Lemke654,M,GENERAL PRACTICE,123 SUMMER STREET,WORCESTER,MA,01608,42.269478,-71.807783,4
ed73c315-4e5f-31c8-b35c-77cba40ed28e,80e919cc-df1a-3838-b75e-541564a286e5,Alysha630 Koch169,F,GENERAL PRACTICE,57 PROSPECT STREET,NANTUCKET,MA,02554,41.293416,-70.10216899999999,12
e6c417d8-b5b8-352b-aded-aa2a23ee126a,8e00f524-3a5f-313e-9542-378dfc61193f,Araceli695 Willms744,F,GENERAL PRACTICE,ONE HOSPITAL ROAD  FIRST FL  WING 5   PO BOX 1477,OAK BLUFFS,MA,02557,41.45716,-70.556101,134
ce61066f-69e9-3e19-a38f-a6f385ce94fd,956ccb85-bea0-30f9-af48-52f5dd95ff72,Hunter736 Lesch175,M,GENERAL PRACTICE,30 WARREN STREET,BRIGHTON,MA,02135,42.33196,-71.020173,1
6e8fba4f-a59c-36c8-8bfc-48cbc9346bb8,5103c940-0c08-392f-95cd-446e0cea042a,Elin732 Denesik803,F,GENERAL PRACTICE,516 CAREW STREET,SPRINGFIELD,MA,01104,42.115454,-72.539978,2
c03b630a-7a1f-3736-a0dd-242837075fb0,b7dc82e4-3595-391b-a897-495dd7e5cf38,Antonette454 Tromp100,F,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
5a163e0a-512f-33e6-8e97-b9d2f9be34ba,b7dc82e4-3595-391b-a897-495dd7e5cf38,Brenton674 Hickle134,M,CLINICAL SOCIAL WORKER,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,0
c03b630a-7a1f-3736-a0dd-242837075fb0,b7dc82e4-3595-391b-a897-495dd7e5cf38,Antonette454 Tromp100,F,GENERAL PRACTICE,99 WALNUT ST,SAUGUS,MA,01906-1980,42.468432,-71.01394599999999,31
f6e8cd15-878d-3013-a2fe-b0163418f714,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Minh326 Smitham825,M,PSYCHIATRY,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,0
f6e8cd15-878d-3013-a2fe-b0163418f714,7ae92f6b-21d5-3e24-8265-d69bd2b9b4ca,Elise948 Smitham825,F,GENERAL PRACTICE,43 PENNYWISE PATH,EDGARTOWN,MA,02539-7031,41.37295,-70.482349,70
eb6d6a87-3ee2-3ed3-9bbd-c5f141e52714,e1053175-7c18-3f57-9814-3e77d8080c14,Donny470 Predovic534,M,CLINICAL SOCIAL WORKER,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,0
eb6d6a87-3ee2-3ed3-9bbd-c5f141e52714,e1053175-7c18-3f57-9814-3e77d8080c14,Ardell826 Predovic534,F,GENERAL PRACTICE,866 MAIN RD,WESTPORT,MA,02790-4311,41.579794,-71.081822,30
c781f168-bab0-3172-a52e-3cf72f9eedce,8041c7d8-176f-3afc-80ed-e631206c4c65,Parker433 Keebler762,M,GENERAL PRACTICE,34 HAYDEN ROWE ST,HOPKINTON,MA,01748-1889,42.224096,-71.54048900000001,41
c781f168-bab0-3172-a52e-3cf72f9eedce,8041c7d8-176f-3afc-80ed-e631206c4c65,Parker433 Keebler762,M,CLINICAL NURSE SPECIALIST,34 HAYDEN ROWE ST,HOPKINTON,MA,01748-1889,42.224096,-71.54048900000001,0
e3ed37c4-0671-3c53-a6d5-a4d8869ddbbb,8041c7d8-176f-3afc-80ed-e631206c4c65,Daryl568 Tremblay80,M,CLINICAL NURSE SPECIALIST,34 HAYDEN ROWE ST,HOPKINTON,MA,01748-1889,42.224096,-71.54048900000001,0
d15b5f0f-1866-3b8c-9638-4f2e113e29e8,9b82830d-5066-3ed7-96fd-97814093845f,Bernardo699 Pagac496,M,CLINICAL SOCIAL WORKER,111 PERKINS ST,JAMAICA PLAIN,MA,02130-4320,42.33196,-71.020173,0
52c33745-0b1d-3d21-b9d4-1479cf9a569b,9b82830d-5066-3ed7-96fd-97814093845f,Roxann426 Considine820,F,CLINICAL SOCIAL WORKER,111 PERKINS ST,JAMAICA PLAIN,MA,02130-4320,42.33196,-71.020173,0
d15b5f0f-1866-3b8c-9638-4f2e113e29e8,9b82830d-5066-3ed7-96fd-97814093845f,Bernardo699 Pagac496,M,GENERAL PRACTICE,111 PERKINS ST,JAMAICA PLAIN,MA,02130-4320,42.33196,-71.020173,50
5873ef16-3aa5-3d33-ae3e-c3bf1fffc432,9a66d253-fa81-3045-9df1-2844ad780dc0,Jill895 Hagenes547,F,CLINICAL SOCIAL WORKER,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
93e5e69f-a755-3cc7-a6e8-bfc27bd53f21,9a66d253-fa81-3045-9df1-2844ad780dc0,Ruben688 Zieme486,M,CLINICAL SOCIAL WORKER,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
5873ef16-3aa5-3d33-ae3e-c3bf1fffc432,9a66d253-fa81-3045-9df1-2844ad780dc0,Raquel318 Dávila115,F,ANESTHESIOLOGY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
93e5e69f-a755-3cc7-a6e8-bfc27bd53f21,9a66d253-fa81-3045-9df1-2844ad780dc0,Anna632 Zieme486,F,ANESTHESIOLOGY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
5873ef16-3aa5-3d33-ae3e-c3bf1fffc432,9a66d253-fa81-3045-9df1-2844ad780dc0,Francisco472 Hagenes547,M,PODIATRY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
5873ef16-3aa5-3d33-ae3e-c3bf1fffc432,9a66d253-fa81-3045-9df1-2844ad780dc0,Jill895 Hagenes547,F,PHYSICAL THERAPY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
93e5e69f-a755-3cc7-a6e8-bfc27bd53f21,9a66d253-fa81-3045-9df1-2844ad780dc0,Anna632 Zieme486,F,PHYSICAL THERAPY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
85c8a855-6636-38c9-b54d-6588d304e243,9a66d253-fa81-3045-9df1-2844ad780dc0,Audria778 Hirthe744,F,PHYSICAL THERAPY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
32b498c0-a98e-37db-95d2-73162943be17,9a66d253-fa81-3045-9df1-2844ad780dc0,Cesar434 Spinka232,M,PHYSICAL THERAPY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
e683883a-0952-3efc-b6cb-c26cea5d66ca,9a66d253-fa81-3045-9df1-2844ad780dc0,Alishia395 Huels583,F,PHYSICAL THERAPY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
72dbc60a-84b3-3eb7-80f1-85499e0e1369,9a66d253-fa81-3045-9df1-2844ad780dc0,Darell496 Bode78,M,PHYSICAL THERAPY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
4c264099-4758-399c-98c0-60bf30277636,9a66d253-fa81-3045-9df1-2844ad780dc0,Rivka589 Koepp521,F,PHYSICAL THERAPY,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
5873ef16-3aa5-3d33-ae3e-c3bf1fffc432,9a66d253-fa81-3045-9df1-2844ad780dc0,Francisco472 Hagenes547,M,FAMILY PRACTICE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
93e5e69f-a755-3cc7-a6e8-bfc27bd53f21,9a66d253-fa81-3045-9df1-2844ad780dc0,Anna632 Zieme486,F,FAMILY PRACTICE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
85c8a855-6636-38c9-b54d-6588d304e243,9a66d253-fa81-3045-9df1-2844ad780dc0,Audria778 Hirthe744,F,FAMILY PRACTICE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
5873ef16-3aa5-3d33-ae3e-c3bf1fffc432,9a66d253-fa81-3045-9df1-2844ad780dc0,Jill895 Hagenes547,F,GENERAL PRACTICE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,44
5873ef16-3aa5-3d33-ae3e-c3bf1fffc432,9a66d253-fa81-3045-9df1-2844ad780dc0,Raquel318 Dávila115,F,CLINICAL NURSE SPECIALIST,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
93e5e69f-a755-3cc7-a6e8-bfc27bd53f21,9a66d253-fa81-3045-9df1-2844ad780dc0,Anna632 Zieme486,F,CLINICAL NURSE SPECIALIST,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
5873ef16-3aa5-3d33-ae3e-c3bf1fffc432,9a66d253-fa81-3045-9df1-2844ad780dc0,Francisco472 Hagenes547,M,INTERNAL MEDICINE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
93e5e69f-a755-3cc7-a6e8-bfc27bd53f21,9a66d253-fa81-3045-9df1-2844ad780dc0,Ruben688 Zieme486,M,INTERNAL MEDICINE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
85c8a855-6636-38c9-b54d-6588d304e243,9a66d253-fa81-3045-9df1-2844ad780dc0,Audria778 Hirthe744,F,INTERNAL MEDICINE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
32b498c0-a98e-37db-95d2-73162943be17,9a66d253-fa81-3045-9df1-2844ad780dc0,Mirian768 Spinka232,F,INTERNAL MEDICINE,112 MAIN ST,NORTHBOROUGH,MA,01532-1914,42.323342,-71.646236,0
b7cd799e-3a6f-3bf4-8781-970c13e537d2,88d1ec67-f7f3-3795-895f-53814631398b,Tori754 Larson43,F,OPTOMETRY,50 JEFFERSON ST,WINTHROP,MA,02152-2649,42.375541,-70.970646,0
b7cd799e-3a6f-3bf4-8781-970c13e537d2,88d1ec67-f7f3-3795-895f-53814631398b,Rob341 Larson43,M,GENERAL PRACTICE,50 JEFFERSON ST,WINTHROP,MA,02152-2649,42.375541,-70.970646,23
7904eb30-254c-3284-8005-29e7ba1462fa,1840aee8-887d-3b36-b622-15692b0c7be3,Wynell591 Mayert710,F,CLINICAL SOCIAL WORKER,123 DWIGHT RD,LONGMEADOW,MA,01106-1764,42.047565000000006,-72.57113000000001,0
7904eb30-254c-3284-8005-29e7ba1462fa,1840aee8-887d-3b36-b622-15692b0c7be3,Jimmie93 Mayert710,M,GENERAL PRACTICE,123 DWIGHT RD,LONGMEADOW,MA,01106-1764,42.047565000000006,-72.57113000000001,29
b241194b-e561-3626-8019-7be2cc9ed0f1,e960b1c8-2ce4-3e17-92ba-a638b744aaae,Ramon749 Hoppe518,M,PHYSICAL THERAPY,278 BROADWAY ST,LOWELL,MA,01854-4121,42.63898,-71.321141,0
7a09cc91-7ed2-3722-88e1-ba4503f6732b,e960b1c8-2ce4-3e17-92ba-a638b744aaae,Dewey930 Stark857,M,PHYSICAL THERAPY,278 BROADWAY ST,LOWELL,MA,01854-4121,42.63898,-71.321141,0
b241194b-e561-3626-8019-7be2cc9ed0f1,e960b1c8-2ce4-3e17-92ba-a638b744aaae,Cherryl901 Hoppe518,F,GENERAL PRACTICE,278 BROADWAY ST,LOWELL,MA,01854-4121,42.63898,-71.321141,23
1deb63f8-121e-32d8-ac1b-da026f233939,fc6d7f11-099a-3295-a1d7-915ed6fcc4b9,Mohamed943 Mertz280,M,GENERAL PRACTICE,124 HARVARD ST,BROOKLINE,MA,02446-6478,42.323853,-71.142003,25
cfe48db5-c919-3d84-b151-119ce10ccaf5,ac9a97a1-04a9-3b38-a235-891f47b50bd4,Towanda270 Ortiz186,F,OPTOMETRY,342 GREAT RD,ACTON,MA,01720-4000,42.483953,-71.43849499999999,0
cfe48db5-c919-3d84-b151-119ce10ccaf5,ac9a97a1-04a9-3b38-a235-891f47b50bd4,Miguel815 Ortiz186,M,GENERAL PRACTICE,342 GREAT RD,ACTON,MA,01720-4000,42.483953,-71.43849499999999,27
40ba46e0-5ba2-327c-a486-6ecc5a8c2e50,75bca02f-95ff-3c58-8332-9b5b3f47db19,Bernardo699 Ponce361,M,GENERAL PRACTICE,94 PLEASANT ST,ARLINGTON,MA,02476-6532,42.418721999999995,-71.163912,20
68aeb64c-c1e9-30bb-a9da-3cf110dd4431,07dd0bf4-3cf3-3eec-9251-1acc997b65fe,Georgetta870 Turner526,F,CLINICAL SOCIAL WORKER,274 MAIN ST,GROTON,MA,01450-1236,42.61176,-71.565269,0
68aeb64c-c1e9-30bb-a9da-3cf110dd4431,07dd0bf4-3cf3-3eec-9251-1acc997b65fe,Wilson960 Turner526,M,GENERAL PRACTICE,274 MAIN ST,GROTON,MA,01450-1236,42.61176,-71.565269,29
642b71a2-139a-301a-b430-40979bcd328e,c6bc7c9c-d513-3311-9168-d48f30d69405,Wilhelmina724 Block661,F,GENERAL PRACTICE,49 HANCOCK ST,CAMBRIDGE,MA,02139-3188,42.376043,-71.11868,34
a5d81d50-d3f0-3c95-afbd-9fd104ef7ea0,b113acfc-6ee8-35b7-932a-cfcf91136002,Kimbra238 Runolfsdottir785,F,CLINICAL SOCIAL WORKER,181 PARK AVE,WEST SPRINGFIELD,MA,01089-3365,42.125451,-72.649734,0
e5b057d3-0e7d-3b35-9ec0-dbfa9a0be37d,b113acfc-6ee8-35b7-932a-cfcf91136002,Candice681 Kirlin939,F,CLINICAL SOCIAL WORKER,181 PARK AVE,WEST SPRINGFIELD,MA,01089-3365,42.125451,-72.649734,0
a5d81d50-d3f0-3c95-afbd-9fd104ef7ea0,b113acfc-6ee8-35b7-932a-cfcf91136002,Kimbra238 Runolfsdottir785,F,PHYSICAL THERAPY,181 PARK AVE,WEST SPRINGFIELD,MA,01089-3365,42.125451,-72.649734,0
e5b057d3-0e7d-3b35-9ec0-dbfa9a0be37d,b113acfc-6ee8-35b7-932a-cfcf91136002,Clifton91 Kirlin939,M,PHYSICAL THERAPY,181 PARK AVE,WEST SPRINGFIELD,MA,01089-3365,42.125451,-72.649734,0
a5d81d50-d3f0-3c95-afbd-9fd104ef7ea0,b113acfc-6ee8-35b7-932a-cfcf91136002,Kimbra238 Runolfsdottir785,F,GENERAL PRACTICE,181 PARK AVE,WEST SPRINGFIELD,MA,01089-3365,42.125451,-72.649734,66
3ca594ce-6a45-3a75-b441-7034af49f91b,1607e74e-eb20-3211-9558-1005aac29c94,Trenton748 Torphy630,M,CHIROPRACTIC,1 PLEASANT ST,MAYNARD,MA,01754-1360,42.425955,-71.45625600000001,0
3ca594ce-6a45-3a75-b441-7034af49f91b,1607e74e-eb20-3211-9558-1005aac29c94,Holly570 Torphy630,F,PHYSICAL THERAPY,1 PLEASANT ST,MAYNARD,MA,01754-1360,42.425955,-71.45625600000001,0
3ca594ce-6a45-3a75-b441-7034af49f91b,1607e74e-eb20-3211-9558-1005aac29c94,Holly570 Torphy630,F,GENERAL PRACTICE,1 PLEASANT ST,MAYNARD,MA,01754-1360,42.425955,-71.45625600000001,74
ea7b5caa-582e-3cb6-a08a-12c7433a4ece,e9d22f2d-5203-3a66-bd42-2ce7875f6edc,Don899 Cassin499,M,AUDIOLOGIST,11 CHESTNUT ST,ANDOVER,MA,01810-3724,42.648044,-71.161751,0
11953f25-6dc9-39b4-a3ef-25bdc079a5e4,e9d22f2d-5203-3a66-bd42-2ce7875f6edc,Jamal145 McLaughlin530,M,AUDIOLOGIST,11 CHESTNUT ST,ANDOVER,MA,01810-3724,42.648044,-71.161751,0
ea7b5caa-582e-3cb6-a08a-12c7433a4ece,e9d22f2d-5203-3a66-bd42-2ce7875f6edc,Freddie621 Cassin499,F,PSYCHIATRY,11 CHESTNUT ST,ANDOVER,MA,01810-3724,42.648044,-71.161751,0
11953f25-6dc9-39b4-a3ef-25bdc079a5e4,e9d22f2d-5203-3a66-bd42-2ce7875f6edc,Arie325 McLaughlin530,F,PSYCHIATRY,11 CHESTNUT ST,ANDOVER,MA,01810-3724,42.648044,-71.161751,0
ea7b5caa-582e-3cb6-a08a-12c7433a4ece,e9d22f2d-5203-3a66-bd42-2ce7875f6edc,Don899 Cassin499,M,GENERAL PRACTICE,11 CHESTNUT ST,ANDOVER,MA,01810-3724,42.648044,-71.161751,72
bf34761b-7d4b-3f7a-ba94-43b508fac2d5,f397dca2-d86e-34dc-bc7b-3139da987be8,Gene733 Hegmann834,M,GENERAL PRACTICE,1415 BEACON ST,BROOKLINE,MA,02446-4819,42.323853,-71.142003,46
05f0e6f2-da7d-3502-95e3-8b074c6eda2f,d66a9c9c-f461-34c8-a7cc-c0a363c1d802,Jeff859 Walsh511,M,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,68 MAIN ST,ANDOVER,MA,01810-3834,42.648044,-71.161751,0
f5d7a3ea-ab64-3d87-81c7-65b020959703,d66a9c9c-f461-34c8-a7cc-c0a363c1d802,Wes853 Hudson301,M,REGISTERED DIETITIAN OR NUTRITION PROFESSIONAL,68 MAIN ST,ANDOVER,MA,01810-3834,42.648044,-71.161751,0
