Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
9cb5a91e-6d01-1996-6b45-a6ddd9b7076c,1960-12-06,,999-22-7778,S99994001,X56054487X,Mr.,Miguel Ángel46,Robles531,,,S,white,hispanic,M,La Paz  Baja California  MX,1026 Huels Boulevard,Lowell,Massachusetts,Middlesex County,01852,42.60765920195534,-71.32661692216377,1495209.35,6106.47,44931
abc45bec-b36e-3f75-e1d9-8773646608f3,1963-04-11,,999-47-1555,S99983163,X29357984X,Mrs.,Marcela739,Aranda843,,Barela183,M,native,hispanic,F,La Paz  Baja California  MX,486 Simonis Parade Suite 41,Lynn,Massachusetts,Essex County,,42.45962482675249,-70.90634380967495,1430568.36,0.00,89243
54a6f9f9-8f70-4897-015c-3762e169e70f,1958-12-15,,999-85-7848,S99913941,X54940476X,Mr.,Jc393,Leffler128,,,M,white,nonhispanic,M,Wayland  Massachusetts  US,246 Ondricka Glen,Boston,Massachusetts,Suffolk County,,42.30067241113241,-71.09453196700584,1563517.60,8898.21,484516
0dd74217-b6e2-1ce9-c891-3e408d61eb52,1940-02-26,,999-97-5955,S99978787,X46124645X,Mrs.,Ana972,Casas271,,Aragón562,M,white,hispanic,F,San Salvador  El Salvador  SV,958 Becker Grove Unit 99,Lawrence,Massachusetts,Essex County,01840,42.66687685710192,-71.13155215938464,1945580.50,35155.31,90106
d172514a-6703-7f8e-b76d-a9ddc6e49a5b,1993-06-20,,999-24-9427,S99922533,X26049757X,Mr.,Adolfo777,Jaskolski867,,,M,white,nonhispanic,M,Marshfield  Massachusetts  US,327 Jerde Common Suite 22,Westfield,Massachusetts,Hampden County,01085,42.12601027732648,-72.80129670883034,702125.96,0.00,29632
9ecb78eb-1783-f5e7-2527-05dcb17916d8,1981-02-06,,999-28-6335,S99931284,X81819892X,Mr.,Ryan260,Swaniawski813,,,M,white,nonhispanic,M,Pittsfield  Massachusetts  US,1068 Larkin Underpass Apt 68,Ashburnham,Massachusetts,Worcester County,,42.62382907446969,-71.94611873059561,1008973.96,0.00,55121
08b3d6d2-696d-0746-a0d3-c2a5d463f7ba,1983-03-01,,999-17-8313,S99983270,X39498257X,Mrs.,Jenna662,Predovic534,,Turner526,M,white,nonhispanic,F,Brockton  Massachusetts  US,835 Ondricka Haven Unit 91,Chesterfield,Massachusetts,Hampshire County,,42.411793655772776,-72.83522580493464,954108.00,0.00,95134
3c865c64-7112-8dc1-d3a4-a5a102bede45,1968-03-18,,999-65-8389,S99981810,X70167657X,Mr.,Norman647,Christiansen251,,,S,white,nonhispanic,M,Mansfield  Massachusetts  US,1018 Gusikowski Trailer,Northborough,Massachusetts,Worcester County,01532,42.302055724835746,-71.62171425356364,1309103.07,0.00,125832
780ec78c-22a0-fcdb-17c6-ae9b2fcace9c,1949-06-26,,999-23-8384,S99921449,X12443851X,Mrs.,Juliane376,Steuber698,,Boyle917,M,white,nonhispanic,F,Boston  Massachusetts  US,693 Williamson Lock Unit 73,Southampton,Massachusetts,Hampshire County,,42.24622742802655,-72.71021533315306,1807667.76,73225.51,116672
801f9570-e398-cfde-9c80-2381c03ab30e,1972-05-30,,999-39-5076,S99962129,X10354475X,Mr.,Ernest565,Gorczany269,,,M,white,nonhispanic,M,Framingham  Massachusetts  US,632 Batz Common Unit 53,Somerville,Massachusetts,Middlesex County,02155,42.33500392613571,-71.07561030334666,1232538.58,11.10,112113
7e1e93f8-2031-7073-b428-b300a71d0b5f,1941-03-19,,999-39-3058,S99922075,X40899035X,Mrs.,Kirsten270,Rogahn59,,O'Hara248,M,white,nonhispanic,F,Lunenburg  Massachusetts  US,576 Kuvalis Dale,Weymouth,Massachusetts,Norfolk County,02190,42.19791683225661,-70.89209653820492,1546820.11,22710.65,22729
33d477d9-1fe8-91c1-cba0-6bd8f8415e65,1968-05-25,,999-62-8911,S99957543,X65869992X,Mr.,Jimmie93,Willms744,,,M,white,nonhispanic,M,Boston  Massachusetts  US,246 Beahan Throughway Unit 79,Chicopee,Massachusetts,Hampden County,,42.183593291914185,-72.55158923054829,1308074.27,0.00,39149
b5ee241c-8d9f-67a4-437a-5665fb026da3,1959-07-09,,999-75-5198,S99927578,X3510144X,Mrs.,Chantelle310,Bartell116,,Kulas532,M,white,nonhispanic,F,Harwich  Massachusetts  US,157 Walsh Highlands Suite 20,Rehoboth,Massachusetts,Bristol County,,41.89112889896496,-71.22580732351477,1566981.02,0.00,145751
3237ddd9-55c0-a584-90cc-83b1d1ae39bf,1944-11-14,,999-31-2229,S99994932,X83411899X,Mrs.,Concepción765,Gallegos952,,Razo972,M,black,hispanic,F,Carolina  Puerto Rico  PR,187 Emmerich Parade,Rockport,Massachusetts,Essex County,01966,42.66844936486959,-70.57084307985394,238804.77,42939.53,15648
2add8cb0-9ec4-15de-4e5b-e812509a5068,1982-11-25,,999-59-2264,S99969500,X22437188X,Ms.,Barbara209,Bañuelos542,,,S,white,hispanic,F,Bogota  Bogota  CO,434 Wisozk Road,Gardner,Massachusetts,Worcester County,,42.5852726874584,-71.95785758966451,944886.58,0.00,35914
98b29475-c028-0a58-e08f-0cd93982a198,1935-06-27,,999-48-9706,S99912604,X24427551X,Mr.,Augustine565,Bauch723,,,S,white,nonhispanic,M,Somerville  Massachusetts  US,339 Durgan Course Apt 89,Gloucester,Massachusetts,Essex County,01930,42.623352783310395,-70.6870777423323,88990.10,31843.63,15718
de064367-b981-212e-7640-35b1c6fc7b50,1967-03-12,,999-21-7544,S99975221,X17530531X,Mr.,Tobias236,Walsh511,,,M,white,nonhispanic,M,Marblehead  Massachusetts  US,116 Hane Ville,Walpole,Massachusetts,Norfolk County,,42.15936171988977,-71.27347206255983,1374372.53,0.00,60928
8196e80b-2dd7-6f13-8bd2-432e7b14e47b,1935-04-23,2018-07-17,999-85-2624,S99960634,X76624249X,Mr.,Rupert654,Lebsack687,,,M,white,nonhispanic,M,Boston  Massachusetts  US,883 Jacobson Avenue Suite 98,Boston,Massachusetts,Suffolk County,02118,42.42290628938378,-70.99295289473368,335299.79,10508.52,4579
ddfa516a-3f42-af6c-5779-548d6943e116,1991-09-23,,999-48-9374,S99990849,X8174417X,Mr.,Stanley702,Terry864,,,M,asian,nonhispanic,M,Macau  Macao Special Administrative Region of the People's Republic of China  CN,230 Anderson Mill,Boston,Massachusetts,Suffolk County,02199,42.34797437283105,-71.0554124481701,757462.76,0.00,61420
2ff5b5a6-d177-3b18-8e85-efa8aa817da5,1956-07-20,,999-57-6646,S99970619,X23067281X,Mr.,Neil122,Littel644,,,M,white,nonhispanic,M,Richmond  Massachusetts  US,341 Price Landing Suite 26,Malden,Massachusetts,Middlesex County,02155,42.428440161744376,-71.07740401609284,1590907.20,654.08,160644
e5b40b82-031b-610f-787e-2a4242efcfea,1941-10-16,,999-80-5043,S99923809,X57016849X,Ms.,Romaine793,Brakus656,,,S,white,nonhispanic,F,Pittsfield  Massachusetts  US,203 Ortiz Wall Suite 23,Edgartown,Massachusetts,Dukes County,,41.4148753512207,-70.48824942645982,2072017.99,553588.59,57181
aab91768-4ec3-4c91-e67f-31916a784409,1973-07-29,,999-59-5093,S99965552,X24226412X,Mrs.,Helena807,Hansen121,,Becker968,M,white,nonhispanic,F,Boston  Massachusetts  US,293 Kihn View,Fall River,Massachusetts,Bristol County,02720,41.63042012586035,-71.07261436331163,151389.96,8929.24,13068
509acf6b-ef54-fc75-32c0-3b542ba71495,1959-12-10,,999-20-3416,S99914634,X88149313X,Mr.,Francesco636,Weber641,,,M,asian,nonhispanic,M,Cambridge  Massachusetts  US,765 Braun Lane,Braintree,Massachusetts,Norfolk County,02184,42.212124819718866,-71.02078850753452,1535306.75,10499.38,42555
47a09a92-ead2-b13a-c858-5adb5b8613ad,1978-05-27,,999-21-5081,S99964462,X16095014X,Mr.,Randell912,Murphy561,,,S,white,nonhispanic,M,Ashburnham  Massachusetts  US,371 Considine Haven Suite 65,Weston,Massachusetts,Middlesex County,,42.357561464193104,-71.27768320415106,1087510.76,0.00,144968
36b04a95-4c30-db64-3e7a-1215ebdb5c33,1971-02-28,,999-65-3913,S99930346,X26692278X,Mrs.,Lovetta319,Kris249,,Denesik803,M,white,nonhispanic,F,Springfield  Massachusetts  US,922 O'Connell Loaf,Hopkinton,Massachusetts,Middlesex County,,42.25326161214913,-71.55152757421675,1259206.25,0.00,103562
4bfd1cb9-8984-249c-c37f-2353c74f66a6,1944-08-02,,999-68-2719,S99980153,X82732009X,Mrs.,Maud851,Kuphal363,,Stamm704,M,white,nonhispanic,F,Newbury  Massachusetts  US,713 Roberts Tunnel Suite 55,Springfield,Massachusetts,Hampden County,01107,42.118205970275525,-72.55242448283846,240847.70,12465.86,5376
1430c5ce-aacb-45c3-6ffe-ff517a569541,1983-08-30,,999-72-8177,S99941626,X79663098X,Mr.,Clair921,Schuster709,,,M,hawaiian,nonhispanic,M,Brockton  Massachusetts  US,433 Goodwin Bay Apt 57,Hudson,Massachusetts,Middlesex County,,42.37889939900795,-71.52199481884278,933056.36,0.00,99709
cf0317fa-538c-da95-fa7c-eb5466ede656,1933-05-14,,999-81-9986,S99969406,X45764978X,Mr.,Bo157,Armstrong51,,,M,white,nonhispanic,M,Weymouth  Massachusetts  US,728 Kuhlman Lane Suite 85,Dartmouth,Massachusetts,Bristol County,,41.60243090262079,-70.95830017872807,2106531.16,76631.83,38991
2a76c0e3-1e73-2109-3d5e-8a8871fe35d7,2007-12-10,,999-20-5991,,,,Aaron697,Grimes165,,,,white,nonhispanic,M,Randolph  Massachusetts  US,1070 Stroman Annex,Randolph,Massachusetts,Norfolk County,02368,42.165040142990975,-71.04403215056,366091.76,240.60,35491
ca424f09-df70-f4a9-986f-8e11f4dd838b,1982-04-27,,999-24-6810,S99994103,X13144030X,Mr.,Cliff504,Hahn503,,,M,white,nonhispanic,M,Lynn  Massachusetts  US,382 Nader Passage,Lawrence,Massachusetts,Essex County,01843,42.667621350303236,-71.13926841988092,972229.16,0.00,49151
0f2a615c-37bc-c4c2-9e51-aae5740b920d,1935-04-23,2008-03-11,999-60-2110,S99938716,X53872923X,Mr.,Orval846,Effertz744,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,1036 Veum Street,Boston,Massachusetts,Suffolk County,02124,42.3119424580622,-71.05659323645692,268304.89,11686.29,4579
9997b8ce-f9ed-19b2-c67c-9e0ae75862a7,1988-06-22,,999-95-7186,S99914049,X66929191X,Mrs.,Marquitta546,Legros616,,Medhurst46,M,white,nonhispanic,F,Malden  Massachusetts  US,963 Wunsch Gateway Unit 80,Hadley,Massachusetts,Hampshire County,,42.324714898558355,-72.56969233805746,564719.56,0.00,22763
ed95baea-6b99-fbd8-5dde-6b6402221cfb,2004-03-24,,999-80-2914,S99944740,,Ms.,Clelia416,Rodriguez71,,,,white,nonhispanic,F,West Springfield  Massachusetts  US,132 Bergstrom Vista Suite 63,Winchester,Massachusetts,Middlesex County,,42.408234886903394,-71.17514413594121,467242.76,0.00,987166
0255e447-8975-9a0a-965f-75266aaa37f1,1990-11-27,,999-53-1358,S99916952,X37689784X,Mrs.,Marcelene872,Veum823,,Sporer811,M,white,nonhispanic,F,Springfield  Massachusetts  US,1074 Botsford Mall,West Concord,Massachusetts,Middlesex County,,42.430557063182945,-71.37375440057825,761126.76,0.00,155587
03289eed-0508-c96b-e70a-5a16a5e89249,2008-10-03,,999-64-8670,,,,Seth414,Hintz995,,,,white,nonhispanic,M,Carver  Massachusetts  US,457 Rodriguez Fork,Lowell,Massachusetts,Middlesex County,01854,42.68492808031678,-71.38762474864895,347459.56,0.00,100626
0d03cc3c-5fc3-79bf-1e7c-982cff303066,1963-03-30,,999-72-6031,S99911199,X83296552X,Mr.,Chester802,Harber290,,,M,white,nonhispanic,M,North Andover  Massachusetts  US,927 Johnson Rest Suite 12,Brewster,Massachusetts,Barnstable County,,41.722820885628714,-70.05345550246054,1438010.07,0.00,90689
6a638349-4d85-7671-110b-41c3347b1d97,1960-05-24,,999-31-9191,S99943715,X42889390X,Ms.,Jesusita936,Hahn503,,,S,white,nonhispanic,F,Sterling  Massachusetts  US,427 McDermott Lock Apt 34,Lynn,Massachusetts,Essex County,01901,42.496403104656245,-70.87673382116645,1552532.89,0.00,78111
cf5956bb-34f2-841b-2505-57b99991c377,1938-07-15,2020-04-28,999-36-9799,S99947380,X49331266X,Ms.,Dagmar148,Hills818,,,S,white,nonhispanic,F,Gill  Massachusetts  US,592 Schinner Heights Suite 91,Acton,Massachusetts,Middlesex County,,42.440078776658474,-71.42032216701155,1928418.24,93484.22,462400
3b267b74-9efd-03ac-135b-402deff305ed,2011-03-17,,999-99-2048,,,,Cory323,Hane680,,,,white,nonhispanic,M,Pepperell  Massachusetts  US,706 McClure Skyway Unit 14,Quincy,Massachusetts,Norfolk County,02169,42.19989037783334,-71.04077443331909,308121.40,90.60,47077
5b487563-d72d-1d1e-8964-fec6508febbd,2004-10-15,,999-11-1141,S99920272,,Mr.,Lyman173,Mayer370,,,,white,nonhispanic,M,Needham  Massachusetts  US,462 Sanford Tunnel,Maynard,Massachusetts,Middlesex County,01754,42.452474504404876,-71.41032511292451,430466.86,1275.90,59789
8d091ce8-ac29-a58d-a09a-50cf5aff34b6,1982-02-04,,999-52-2140,S99969018,X59224108X,Mrs.,Tabatha105,Treutel973,,Nolan344,M,hawaiian,nonhispanic,F,Canton  Massachusetts  US,127 Hansen Terrace,Tewksbury,Massachusetts,Middlesex County,,42.649064860058324,-71.2692242710724,968908.06,521.10,63788
6099312c-bb96-dbc6-c51c-00ca66e0273a,1949-05-09,,999-25-2889,S99916763,X56802996X,Mr.,Jarred626,Gislason620,,,M,white,nonhispanic,M,Somerville  Massachusetts  US,498 Dare Passage Apt 52,Newton,Massachusetts,Middlesex County,02458,42.3188045395022,-71.2288289111592,1665699.28,2972.28,104753
12328950-1a9d-3de8-714c-b4c5b29a3749,1947-07-23,2022-10-19,999-64-7246,S99990439,X29854693X,Mr.,Lyle846,Armstrong51,,,M,white,nonhispanic,M,Boston  Massachusetts  US,983 Prosacco Green,Cheshire,Massachusetts,Berkshire County,01225,42.568291807296426,-73.13580478186448,1957444.98,127602.95,55571
e1023705-8bfa-838d-05e3-2616cc2ad182,1955-08-24,,999-92-6964,S99920555,X49927882X,Mrs.,Arica110,Cassin499,,Stracke611,M,white,nonhispanic,F,Boston  Massachusetts  US,122 Marvin Ramp Apt 11,Malden,Massachusetts,Middlesex County,,42.44111260765299,-71.07069451344158,1635180.36,272.80,38158
ca286431-e75a-ccdb-f1bf-b3d1bf3e6ef1,1935-09-24,,999-98-9577,S99988689,X79812632X,Mrs.,Gilma310,Lowe577,,Bogan287,M,white,nonhispanic,F,Amherst  Massachusetts  US,1002 Schimmel Underpass Suite 83,Arlington,Massachusetts,Middlesex County,02474,42.3829689553044,-71.16923975273362,2143834.95,283636.26,39831
22f353bd-af19-a81f-f2ad-c7416ddabc61,1935-04-23,,999-31-1517,S99979596,X17327659X,Mr.,Chas63,Heathcote539,,,M,white,nonhispanic,M,Boston  Massachusetts  US,944 DuBuque Spur Unit 18,Boston,Massachusetts,Suffolk County,02124,42.349209590322786,-71.04940328863634,297197.90,10896.88,4579
